generation,individual,accuracy,num_layers,best_accuracy,best_num_layers
16,28,27,4,40,5
16,29,33,4,40,5
16,30,25,4,40,5
16,31,35,3,40,5
16,32,35,3,40,5
16,33,28,3,40,5
16,34,30,4,40,5
16,35,36,5,40,5
16,36,32,4,40,5
16,37,30,5,40,5
16,38,9,5,40,5
16,39,9,5,40,5
16,40,9,4,40,5
16,41,34,6,40,5
16,42,30,3,40,5
16,43,31,3,40,5
16,44,35,3,40,5
16,45,33,4,40,5
16,46,34,4,40,5
16,47,35,3,40,5
16,48,25,4,40,5
16,49,29,4,40,5
17,0,40,5,40,5
17,1,35,3,40,5
17,2,31,5,40,5
17,3,31,3,40,5
17,4,33,4,40,5
17,5,31,4,40,5
17,6,32,4,40,5
17,7,32,3,40,5
17,8,30,4,40,5
17,9,37,5,40,5
17,10,31,3,40,5
17,11,10,4,40,5
17,12,35,3,40,5
17,13,25,4,40,5
17,14,35,3,40,5
17,15,27,4,40,5
17,16,32,3,40,5
17,17,34,3,40,5
17,18,35,4,40,5
17,19,28,3,40,5
17,20,28,3,40,5
17,21,35,3,40,5
17,22,25,4,40,5
17,23,27,3,40,5
17,24,35,3,40,5
17,25,9,4,40,5
17,26,35,3,40,5
17,27,16,4,40,5
17,28,19,5,40,5
17,29,30,3,40,5
17,30,34,4,40,5
17,31,30,4,40,5
17,32,26,3,40,5
17,33,34,3,40,5
17,34,31,4,40,5
17,35,32,4,40,5
17,36,34,3,40,5
17,37,35,4,40,5
17,38,29,4,40,5
17,39,30,4,40,5
17,40,35,7,40,5
17,41,10,5,40,5
17,42,30,5,40,5
17,43,38,4,40,5
17,44,35,7,40,5
17,45,25,4,40,5
17,46,31,4,40,5
17,47,20,4,40,5
17,48,24,4,40,5
17,49,32,3,40,5
18,0,40,5,41,5
18,1,34,6,41,5
18,2,38,3,41,5
18,3,36,5,41,5
18,4,10,3,41,5
18,5,37,3,41,5
18,6,38,5,41,5
18,7,9,4,41,5
18,8,36,3,41,5
18,9,10,5,41,5
18,10,30,3,41,5
18,11,9,5,41,5
18,12,18,3,41,5
18,13,10,3,41,5
18,14,9,3,41,5
18,15,29,3,41,5
18,16,21,3,41,5
18,17,38,5,41,5
18,18,38,3,41,5
18,19,32,3,41,5
18,20,9,3,41,5
18,21,28,3,41,5
18,22,35,3,41,5
18,23,23,3,41,5
18,24,9,5,41,5
18,25,34,3,41,5
18,26,35,3,41,5
18,27,31,3,41,5
18,28,24,4,41,5
18,29,16,3,41,5
18,30,13,3,41,5
18,31,13,5,41,5
18,32,35,5,41,5
18,33,29,5,41,5
18,34,9,4,41,5
18,35,33,4,41,5
18,36,18,4,41,5
18,37,9,5,41,5
18,38,34,3,41,5
18,39,33,3,41,5
18,40,38,5,41,5
18,41,32,3,41,5
18,42,28,3,41,5
18,43,33,5,41,5
18,44,31,3,41,5
18,45,35,3,41,5
18,46,10,3,41,5
18,47,29,5,41,5
18,48,29,3,41,5
18,49,37,3,41,5
19,0,41,5,38,5
19,1,38,5,38,5
19,2,37,4,38,5
19,3,36,3,38,5
19,4,14,4,38,5
19,5,9,3,38,5
19,6,18,3,38,5
19,7,14,3,38,5
19,8,36,3,38,5
19,9,10,3,38,5
19,10,34,5,38,5
19,11,35,3,38,5
19,12,24,3,38,5
19,13,18,3,38,5
19,14,33,3,38,5
19,15,20,3,38,5
19,16,31,4,38,5
19,17,32,4,38,5
19,18,15,4,38,5
19,19,20,3,38,5
19,20,33,3,38,5
19,21,36,3,38,5
19,22,29,4,38,5
19,23,23,3,38,5
19,24,28,4,38,5
19,25,29,4,38,5
19,26,22,4,38,5
19,27,10,4,38,5
19,28,23,4,38,5
19,29,35,4,38,5
19,30,27,4,38,5
19,31,30,3,38,5
19,32,12,3,38,5
19,33,36,3,38,5
19,34,34,4,38,5
19,35,34,3,38,5
19,36,30,7,38,5
19,37,16,7,38,5
19,38,20,6,38,5
19,39,31,7,38,5
19,40,9,4,38,5
19,41,9,4,38,5
19,42,10,3,38,5
19,43,20,3,38,5
19,44,9,3,38,5
19,45,28,3,38,5
19,46,28,3,38,5
19,47,9,3,38,5
19,48,15,3,38,5
19,49,23,3,38,5
20,0,38,5,40,5
20,1,29,4,40,5
20,2,19,3,40,5
20,3,29,4,40,5
20,4,28,3,40,5
20,5,33,3,40,5
20,6,31,3,40,5
20,7,33,3,40,5
20,8,32,3,40,5
20,9,31,3,40,5
20,10,32,3,40,5
20,11,28,3,40,5
20,12,28,4,40,5
20,13,34,4,40,5
20,14,36,4,40,5
20,15,30,4,40,5
20,16,35,3,40,5
20,17,31,4,40,5
20,18,21,3,40,5
20,19,33,4,40,5
20,20,34,4,40,5
20,21,29,4,40,5
20,22,29,3,40,5
20,23,31,3,40,5
20,24,9,4,40,5
20,25,9,3,40,5
20,26,25,3,40,5
20,27,33,5,40,5
20,28,36,5,40,5
