generation,individual,accuracy,num_layers,best_accuracy,best_num_layers
15,42,22,3,37,4
15,43,36,4,37,4
15,44,24,4,37,4
15,45,32,3,37,4
15,46,35,3,37,4
15,47,35,4,37,4
15,48,35,4,37,4
15,49,20,4,37,4
16,0,35,4,39,6
16,1,34,4,39,6
16,2,20,4,39,6
16,3,28,4,39,6
16,4,36,4,39,6
16,5,27,4,39,6
16,6,34,3,39,6
16,7,36,3,39,6
16,8,36,5,39,6
16,9,36,3,39,6
16,10,15,3,39,6
16,11,35,4,39,6
16,12,35,3,39,6
16,13,28,3,39,6
16,14,34,3,39,6
16,15,12,4,39,6
16,16,32,3,39,6
16,17,35,3,39,6
16,18,12,3,39,6
16,19,34,3,39,6
16,20,35,3,39,6
16,21,35,3,39,6
16,22,37,3,39,6
16,23,36,4,39,6
16,24,10,4,39,6
16,25,36,4,39,6
16,26,37,3,39,6
16,27,36,4,39,6
16,28,35,4,39,6
16,29,34,3,39,6
16,30,34,3,39,6
16,31,37,3,39,6
16,32,35,3,39,6
16,33,36,3,39,6
16,34,36,4,39,6
16,35,33,4,39,6
16,36,21,4,39,6
16,37,36,4,39,6
16,38,36,4,39,6
16,39,29,3,39,6
16,40,30,3,39,6
16,41,34,3,39,6
16,42,37,3,39,6
16,43,16,3,39,6
16,44,34,3,39,6
16,45,18,4,39,6
16,46,18,3,39,6
16,47,37,3,39,6
16,48,35,3,39,6
16,49,26,4,39,6
17,0,35,6,37,6
17,1,29,3,37,6
17,2,36,3,37,6
17,3,13,3,37,6
17,4,25,4,37,6
17,5,26,4,37,6
17,6,10,3,37,6
17,7,36,3,37,6
17,8,34,3,37,6
17,9,15,3,37,6
17,10,36,3,37,6
17,11,35,3,37,6
17,12,35,3,37,6
17,13,36,4,37,6
17,14,37,3,37,6
17,15,35,3,37,6
17,16,36,3,37,6
17,17,35,4,37,6
17,18,35,3,37,6
17,19,29,3,37,6
17,20,31,3,37,6
17,21,32,3,37,6
17,22,34,3,37,6
17,23,37,3,37,6
17,24,29,3,37,6
17,25,35,3,37,6
17,26,10,3,37,6
17,27,36,4,37,6
17,28,29,3,37,6
17,29,33,4,37,6
17,30,35,4,37,6
17,31,39,3,37,6
17,32,26,4,37,6
17,33,28,4,37,6
17,34,30,4,37,6
17,35,25,4,37,6
17,36,10,4,37,6
17,37,35,3,37,6
17,38,36,4,37,6
17,39,35,4,37,6
17,40,10,3,37,6
17,41,36,3,37,6
17,42,14,3,37,6
17,43,16,3,37,6
17,44,13,3,37,6
17,45,36,4,37,6
17,46,33,4,37,6
17,47,35,5,37,6
17,48,35,3,37,6
17,49,30,4,37,6
18,0,37,6,38,6
18,1,21,3,38,6
18,2,11,3,38,6
18,3,36,3,38,6
18,4,35,5,38,6
18,5,35,4,38,6
18,6,36,4,38,6
18,7,35,3,38,6
18,8,29,3,38,6
18,9,36,3,38,6
18,10,28,3,38,6
18,11,11,3,38,6
18,12,35,3,38,6
18,13,33,3,38,6
18,14,30,4,38,6
18,15,28,3,38,6
18,16,36,3,38,6
18,17,37,3,38,6
18,18,36,3,38,6
18,19,36,3,38,6
18,20,32,4,38,6
18,21,22,3,38,6
18,22,36,3,38,6
18,23,24,3,38,6
18,24,35,4,38,6
18,25,34,3,38,6
18,26,32,3,38,6
18,27,35,3,38,6
18,28,32,4,38,6
18,29,29,3,38,6
18,30,23,4,38,6
18,31,22,3,38,6
18,32,22,4,38,6
18,33,34,4,38,6
18,34,35,3,38,6
18,35,36,3,38,6
18,36,35,4,38,6
18,37,36,4,38,6
18,38,27,4,38,6
18,39,28,4,38,6
18,40,28,3,38,6
18,41,31,3,38,6
18,42,23,3,38,6
18,43,35,3,38,6
18,44,30,3,38,6
18,45,34,4,38,6
18,46,34,3,38,6
18,47,35,4,38,6
18,48,35,3,38,6
18,49,33,4,38,6
19,0,38,6,38,6
19,1,37,6,38,6
19,2,35,3,38,6
19,3,35,3,38,6
19,4,35,3,38,6
19,5,35,3,38,6
19,6,36,3,38,6
19,7,36,5,38,6
19,8,29,3,38,6
19,9,36,3,38,6
19,10,35,3,38,6
19,11,36,3,38,6
19,12,36,5,38,6
19,13,35,3,38,6
19,14,37,3,38,6
19,15,34,4,38,6
19,16,35,4,38,6
19,17,36,3,38,6
19,18,36,3,38,6
19,19,36,3,38,6
19,20,36,3,38,6
19,21,36,3,38,6
19,22,36,3,38,6
19,23,36,3,38,6
19,24,36,3,38,6
19,25,35,3,38,6
19,26,36,3,38,6
19,27,35,3,38,6
19,28,36,3,38,6
19,29,14,3,38,6
19,30,36,3,38,6
19,31,29,3,38,6
19,32,36,3,38,6
19,33,34,3,38,6
19,34,35,3,38,6
19,35,25,3,38,6
19,36,35,3,38,6
19,37,13,3,38,6
