generation,individual,accuracy,num_layers,best_accuracy,best_num_layers
22,22,37,5,96,5
22,23,94,5,96,5
22,24,94,4,96,5
22,25,95,5,96,5
22,26,95,5,96,5
22,27,90,4,96,5
22,28,95,5,96,5
22,29,30,7,96,5
22,30,94,5,96,5
22,31,64,5,96,5
22,32,95,7,96,5
22,33,89,5,96,5
22,34,93,3,96,5
22,35,95,3,96,5
22,36,93,5,96,5
22,37,86,7,96,5
22,38,18,4,96,5
22,39,95,4,96,5
22,40,93,6,96,5
22,41,94,6,96,5
22,42,94,6,96,5
22,43,92,6,96,5
22,44,38,6,96,5
22,45,96,6,96,5
22,46,93,3,96,5
22,47,11,3,96,5
22,48,94,3,96,5
22,49,94,3,96,5
23,0,95,5,96,5
