generation,individual,accuracy,num_layers
0,0,11,8,11,8
0,1,10,6,11,8
0,2,10,10,11,8
1,0,9,4,14,4
1,1,14,4,14,4
1,2,10,8,14,4
2,0,9,4,9,4
2,1,8,5,9,4
2,2,8,5,9,4
